Ticket id,Interaction id,Ticket Summary,Interaction content,Type 1,Type 2,Type 3,Type 4,hierarchical_label
22926,64180,RE : Puntos Huawei,"Dear customer, thanks for contacting Aspiegel.We hope you do well.This email refers to your concern about Huawei points.Step 1: Please verify if you have pressed the ""Accept"" button during the payment process (which means that you accept to receive cashback in huawei points) These were the steps you had to continue to accept to receive the return of Huawei points:1. After selecting the article you want to buy, select a payment method.- The payment methods that will reward the user with cashback will have an orange phrase that mentions ""reward in H."" points.2. When your payment has been completed and has been successful, touch ""accept"" to accept your participation in the campaign.3. After accepting, click on ""made"" to accept the campaign cashback.4. You can find your Huawei points (after following steps 1 to 3) in the phone settings> Huawei Points> Huawei> Claim.Their points should be in the claimed tab.Step 2: If you have pressed the ""Accept"" button, send us the following data: 1. your country of service.2. The date on which you made the) purchases) 3. Send us the following 3 screenshots from the Point page: a screenshot of the unreslated points a screenshot of the claimed points and a screenshot of the screen of theexpired points.Note: To find these pages, go to: Telephone settings> Huawei Points> Huawei> Claim.4. Indicate the name of the campaign in which he participated.5. Indicate how many points Huawei should receive.If you have any other questions, do not hesitate to answer this email thread and we will be happy to clarify your doubts.Sincerely, ***** (per) to the client Aspiegel(LOC).Aspiegel is the provider of mobile services of Huawei to the owners of Huawei and Honor devices in ***** (LOC), ***** (LOC), ***** (LOC), ***** (LOC) and other countries.FROM: XXXXXXXXCom Sent: Wednesday 31 August ***** (Phone) 2058 TO: XXXXXXXXCOMCOM Subject: Huawei points Good afternoon.I have made a purchase, as in recent days, checking that the promotion of 20% of Huawei points continues, but it has not given me the option to obtain them, nor do they appear to claim them.ATTACHING PURCHASE THANKS AND GREETING",AppGallery ,Problem/Fault,Coupon/Gifts/Points Issues,Can't use or acquire,AppGallery  > Problem/Fault > Coupon/Gifts/Points Issues > Can't use or acquire
22926,64224,Re: RE : Puntos Huawei,"Good morning.The problem was just that.In my previous purchases, I always appeared the ""Obtain points"" button and this time, only what can be seen in the attached image.I was given no option to accept and get, but to get to that step the purchase was already made.I thought that entering the application could obtain the unresated points, but they do not appear.See also next attached image, in which I include the last points obtained and the absence in this purchase.Thanks pd.If necessary, by ease you can contact me (***** (phone)) a greeting **** (per) Jue., Sept.***** (Phone) 932, wrote: Dear customer, thanks for contacting ***** (per).We hope you do well.This email refers to your concern about Huawei points.Step 1: Please verify if you have pressed the ""Accept"" button during the payment process (which means that you accept to receive cashback in huawei points) These were the steps you had to continue to accept to receive the return of Huawei points:1. After selecting the article you want to buy, select a payment method.- The payment methods that will reward the user with cashback will have an orange phrase that mentions ""reward in H."" points.2. When your payment has been completed and has been successful, touch ""accept"" to accept your participation in the campaign.3. After accepting, click on ""made"" to accept the campaign cashback.4. You can find your Huawei points (after following steps 1 to 3) in the phone settings> Huawei Points> Huawei> Claim.Their points should be in the claimed tab.Step 2: If you have pressed the ""Accept"" button, send us the following data: 1. your country of service.2. The date on which you made the) purchases) 3. Send us the following 3 screenshots from the Point page: a screenshot of the unreslated points a screenshot of the claimed points and a screenshot of the screen of theexpired points.Note: To find these pages, go to: Telephone settings> Huawei Points> Huawei> Claim.4. Indicate the name of the campaign in which he participated.5. Indicate how many points Huawei should receive.If you have any other questions, do not hesitate to answer this email thread and we will be happy to clarify your doubts.Sincerely, Ramón ***** (per) customer service support ***** (per) is a company constituted by virtue of the legislation of ***** (LOC) with its headquarters in *****(LOC), ***** (LOC).***** (per) is the provider of mobile services of Huawei to the owners of Huawei and Honor devices in ***** (LOC), ***** (LOC), ******(LOC), ***** (LOC) and other countries.FROM: XXXXXXXXCom Sent: Wednesday 31 August ***** (Phone) 2058 TO: XXXXXXXXCOMCOM Subject: Huawei points Good afternoon.I have made a purchase, as in recent days, checking that the promotion of 20% of Huawei points continues, but it has not given me the option to obtain them, nor do they appear to claim them.ATTACHED PURCHASE TICKET THANKS AND GREETING ***** (Phone)",AppGallery ,Problem/Fault,Coupon/Gifts/Points Issues,Can't use or acquire,AppGallery  > Problem/Fault > Coupon/Gifts/Points Issues > Can't use or acquire
22926,64238,RE : Puntos Huawei,"Dear customer, thanks for contacting Aspiegel.We hope you do well.This email refers to your concern about Huawei points.We thank you very much for having sent the 3 screenshots requested.To be able to help you with your problem, send us the following data: 1. your country of service.2. The date on which you made the) purchases) 3. Indicate the name of the campaign in which it participated.4. Indicate how many points Huawei should receive.If you have any other questions, do not hesitate to answer this email thread and we will be happy to clarify your doubts.Sincerely, ***** (per) to the client Aspiegel(LOC).Aspiegel is the provider of mobile services of Huawei to the owners of Huawei and Honor devices in ***** (LOC), ***** (LOC), ***** (LOC), ***** (LOC) and other countries.FROM: XXXXXXXXCom Sent: Thursday 01 Sepane",AppGallery ,Problem/Fault,Coupon/Gifts/Points Issues,Can't use or acquire,AppGallery  > Problem/Fault > Coupon/Gifts/Points Issues > Can't use or acquire
22926,64320,Re: RE : Puntos Huawei,"Good afternoon I answer the questions requested: 1- ***** (LOC) 23108/***** (Phone) (attachment image) 3-20 in purchases (attached image) 4- 20% of 1999. If I haveCalculated well 3998 thanks and greeting ***** (per) Jue., Sept.***** (Phone) 1113, wrote: Dear client, thanks for contacting Aspiegel.We hope you do well.This email refers to your concern about Huawei points.We thank you very much for having sent the 3 screenshots requested.To be able to help you with your problem, send us the following data: 1. your country of service.2. The date on which you made the) purchases) 3. Indicate the name of the campaign in which it participated.4. Indicate how many points Huawei should receive.If you have any other questions, do not hesitate to answer this email thread and we will be happy to clarify your doubts.Sincerely, ***** (per) to the client Aspiegel(LOC).Aspiegel is the provider of mobile services of Huawei to the owners of Huawei and Honor devices in ***** (LOC), ***** (LOC), ***** (LOC), ***** (LOC) and other countries.FROM: XXXXXXXXCom Sent: Thursday 01 Sepane",AppGallery ,Problem/Fault,Coupon/Gifts/Points Issues,Can't use or acquire,AppGallery  > Problem/Fault > Coupon/Gifts/Points Issues > Can't use or acquire
22926,64322,RE : Puntos Huawei,"Dear customer, thank you very much for the information provided.We inform you that your application is being prosecuted by our specialized department.As soon as we have an update we will let it know.For more questions, do not hesitate to answer this thread of email and we will be happy to clarify your doubts.Sincerely, ***** (per) to the client Aspiegel(LOC).Aspiegel is the provider of mobile services of Huawei to the owners of Huawei and Honor devices in ***** (LOC), ***** (LOC), ***** (LOC), ***** (LOC) and other countries.FROM: XXXXXXXXCom Sent: Thursday 01 Sepane",AppGallery ,Problem/Fault,Coupon/Gifts/Points Issues,Can't use or acquire,AppGallery  > Problem/Fault > Coupon/Gifts/Points Issues > Can't use or acquire
22924,64153,Re: RE : Refund request,"Screenshot_*****(PHONE_*****(PHONE_comhuaweihwidjpg SVID_*****(PHONE_*****(PHONE_1mp4 On Wed, 31 Aug *****(PHONE) at 2039, wrote: Dear Customer, Thank you for contacting *****(PERSON). We hope youre doing well. I will do my very best to assist you. This email is regarding your refund request. In order to give you the best solution, please provide us with the following information: - A screenshot or record video of the charge - Your Huawei Id: App GalleryHMS coreOpen then take a screenshot If you have any further questions, please feel free to reply to this email thread and we will be happy to walk you through your doubts. Sincerely, Alexandru *****(PERSON)",AppGallery ,Problem/Fault,Third Party APPs,Refund,AppGallery  > Problem/Fault > Third Party APPs > Refund
22924,64303,RE : Refund request,"Dear Customer, Thank you for your reply. Unfortunately our internal tools do not allow access to folders from google drive. Could you please send them in another format? Also could you please provide us with you Huawei ID. Thank you for your understanding and cooperation. Sincerely, Alexandru *****(PERSON)",AppGallery ,Problem/Fault,Third Party APPs,Refund,AppGallery  > Problem/Fault > Third Party APPs > Refund
22924,64323,Re: RE : Refund request,"Huawei ID: +*****(PHONE) Video of charge: https://youtubecomshortsNPpD0MzFgPgfeatureshare On Thu, 1 Sept *****(PHONE) at 1315, wrote: Dear Customer, Thank you for your reply. Unfortunately our internal tools do not allow access to folders from google drive. Could you please send them in another format? Also could you please provide us with you Huawei ID. Thank you for your understanding and cooperation. Sincerely, Alexandru *****(PERSON)",AppGallery ,Problem/Fault,Third Party APPs,Refund,AppGallery  > Problem/Fault > Third Party APPs > Refund
22924,64356,RE : Refund request,"Dear Customer, Thank you for your reply. We have checked with our internal team the Huawei ID and all the transactions took place more than 14 days ago, and according to our internal policy we are unable to assist you with the refund. We advise you to report it to the developers and get a feedback from their side also because we understand precisely what you mean with illegal payment. Thank you for your understanding. If you have any further questions, please feel free to reply to this email thread and we will be happy to walk you through your doubts. Sincerely, Alexandru *****(PERSON)",AppGallery ,Problem/Fault,Third Party APPs,Refund,AppGallery  > Problem/Fault > Third Party APPs > Refund
22909,64407,RE : [AppGallery]Problémák és javaslatok,"Dear Customer, Thank you for contacting *****(PERSON). We hope youre doing well. In order to give you the best solution, could you please clarify your request with following information: 1. A description of the issue 2. A screenshot or record video of error 3. When issue happened 4. Your Huawei Id: App GalleryHMS coreOpen then take a screenshot 5. Your phone model 6. SN number of your device 7. App Gallery Version: Huawei App GalleryMe> About 8. HMS Core Version: Huawei App GalleryHMS coreOpen> Settings> About 9. Related app 10. Related app version 11. The Log of App Gallery If you have any further questions, please feel free to reply to this email thread and we will be happy to walk you through your doubts. Sincerely, *****(PERSON)",AppGallery ,Others,Unknown,Unknown,AppGallery  > Others > Unknown > Unknown
22876,64299,RE : Cashback,"Dear user, Thank you for your understanding and we are sorry for the misunderstanding. Indeed my colleagues was talking about 6254 points and also thank you for confirming us that you received the compensation. We apologise for any inconvenience this process may cause. Should you have any further questions, please do not hesitate to contact us by replying to this email. Sincerely, Madalin Aspiegel",AppGallery ,Problem/Fault,Coupon/Gifts/Points Issues,Can't use or acquire,AppGallery  > Problem/Fault > Coupon/Gifts/Points Issues > Can't use or acquire
22853,64385,RE : Error al obtener regalos,"Dear customer, I would like to track the case that raised in 31 August ***** (Phone) 1058. If we do not have its news in 48 hours, we will close this ticket.Once the ticket is closed, we will have to present a new ticket to receive more assistance, which can cause delays in problem solving.Thanks for your understanding.If you have any other questions, do not hesitate to answer this email thread and we will be happy to help you solve your doubts.Sincerely, ***** (per) to the client Aspiegel(LOC).Aspiegel is the provider of mobile services of Huawei to the owners of Huawei and Honor devices in ***** (LOC), ***** (LOC), ***** (LOC), ***** (LOC) and other countries.From: xxxxxxxxxcom fir: wednesday 31 august ***** (phone) 1058 to: xxxxxxxxxcom subjet: error when obtaining gifts good morning, I trywith him.I have an error that says ""error when recovering the data. Try it later (1)"".I don't know how to solve it.Thank you so much",AppGallery ,Problem/Fault,Coupon/Gifts/Points Issues,Can't use or acquire,AppGallery  > Problem/Fault > Coupon/Gifts/Points Issues > Can't use or acquire
22836,64448,RE : [AppGallery]Problemos ir pasiūlymai,"Dear Customer, Thank you for contacting *****(PERSON). We hope youre doing well. In order to give you the best solution, could you please clarify your request with following information: 1. A description of the issue 2. A screenshot or record video of error 3. When issue happened 4. Your Huawei Id: App GalleryHMS coreOpen then take a screenshot 5. Your phone model 6. SN number of your device 7. App Gallery Version: Huawei App GalleryMe> About 8. HMS Core Version: Huawei App GalleryHMS coreOpen> Settings> About 9. Related app 10. Related app version 11. The Log of App Gallery If you have any further questions, please feel free to reply to this email thread and we will be happy to walk you through your doubts. Sincerely, *****(PERSON)",AppGallery ,Suggestion,Others,Unknown,AppGallery  > Suggestion > Others > Unknown
22825,64434,Re: RE : Programme VIP,"Hello and thank you for your answers, I went to my account, I still received nothing, I do not know if there is a delay or if it had to be immediate when I received your email.I followed the instructions well, I don't think I looked in the wrong place.When in doubt just to know if I have to wait where there would be any problem.THANKS.The sea. August 31 ***** (phone) at 1232, wrote: Dear customer, we hope you are well.We give you the answer about your problem.After internal checks, we can inform you that your cash payment in August (UTD) was 5,9447 Euro (23AOUT/***** (phone)).In this case, you are entitled to the coupon of the 1st threshold of 50 euros of our VIP awards.Our campaign team will send you the coupon corresponding directly to your account (xxxxxxxxcom).In order to slice, please follow the guide below: Galerie DapplicationsMoimon Account> Payment and purchase> CoupondeMander another coupon.In addition, all your purchases made during the other days of the DAUT month can still be taken into account to claim other VIP coupons.You can continue your purchases in the game. If you have reached the higher expense level, our campaign team will manually distribute another award coupon at the end of this month.From September, all the awards can be automatically claimed on our VIP campaign page.We also inform you that you can find our campaign team on Discord under the name of: Kiwijune#***** (phone).Thank you for your confidence.Sincerely, Stela Léquipe Dassistance to Daspiegel Aspiegel Customers is a company by Irish law whose headquarters are in ***** (loc), in ***** (loc).Aspiegel is the Huawei mobile service provider to owners Dappareils Huawei and Honor in ***** (loc), at ***** (loc), in ***** (loc), in *****(Loc) and in other countries.From: xxxxxxxxxcom Sent: Wednesday 31 August ***** (phone) 0016 to: xxxxxxxxcom Subject:)",AppGallery ,Problem/Fault,Coupon/Gifts/Points Issues,Can't use or acquire,AppGallery  > Problem/Fault > Coupon/Gifts/Points Issues > Can't use or acquire
22825,64438,RE : Programme VIP,"Dear customer, we thank you to report this problem.If you have already followed the steps that we have advised you (Appgallerymoimon counts> Payment and purchase> CoupondeMander another coupon) and that you do not find the coupon, we will check it with our internal team and answer you as soon as possible.Sincerely, Stela Léquipe Dassistance to Daspiegel Aspiegel Customers is a company by Irish law whose headquarters are in ***** (loc), in ***** (loc).Aspiegel is the Huawei mobile service provider to owners Dappareils Huawei and Honor in ***** (loc), at ***** (loc), in ***** (loc), in *****(Loc) and in other countries.From: xxxxxxxxxcom feel: thursday 01 September ***** (phone) 1651 to: xxxxxxxxcom Subject:)",AppGallery ,Problem/Fault,Coupon/Gifts/Points Issues,Can't use or acquire,AppGallery  > Problem/Fault > Coupon/Gifts/Points Issues > Can't use or acquire
22825,64482,RE : Programme VIP,"Dear customer, thank you without contacted aspiegel.In order to give you the best solution, please provide us with the following subcrancies: 1.- Accounting parameters (Huawei ID) -Pament and Purchasing more coupons 2.- Appgallery> Me> Rewards> Coupon> Available 3.- Appgallery>Me> Rewards> Coupon> Used 4.- Appgallery> Me> Rewards> Coupon> Expired We thank you for your patience and understanding.If you have other questions, do not hesitate to answer this email and we will be happy to help you resolve your doubts.Cordially, ***** (PER) Léquipe Dassistance to customer Daspiegel Aspiegel is a company by Irish law whose headquarters are at ***** (loc), in ***** (loc).Aspiegel is the Huawei mobile service provider to owners Dappareils Huawei and Honor in ***** (loc), at ***** (loc), in ***** (loc), in *****(Loc) and in other countries.From: xxxxxxxxxcom Sent: Thursday 01 September ***** (phone) 1703 TO: xxxxxxxxccom Subject: Re: VIP Cher customer program, we thank you to report this problem.If you have already followed the steps that we have advised you (Appgallerymoimon counts> Payment and purchase> CoupondeMander another coupon) and that you do not find the coupon, we will check it with our internal team and answer you as soon as possible.Sincerely, Stela Léquipe Dassistance to Daspiegel Aspiegel Customers is a company by Irish law whose headquarters are in ***** (loc), in ***** (loc).Aspiegel is the Huawei mobile service provider to owners Dappareils Huawei and Honor in ***** (loc), at ***** (loc), in ***** (loc), in *****(Loc) and in other countries.From: xxxxxxxxxcom feel: thursday 01 September ***** (phone) 1651 to: xxxxxxxxcom Subject:)",AppGallery ,Problem/Fault,Coupon/Gifts/Points Issues,Can't use or acquire,AppGallery  > Problem/Fault > Coupon/Gifts/Points Issues > Can't use or acquire
22825,64551,Re: RE : Programme VIP,"Good evening, I do not know if it is the translation at the level of Lindication for the Menus but I am not sure to have the right catches decrans so I did more than expected if I ever got the wrong.The game. Sept. 1 ***** (Phone) at 1849, wrote: Dear customer, thank you in contact with Aspiegel.In order to give you the best solution, please provide us with the following subcrancies: 1.- Accounting parameters (Huawei ID) -Pament and Purchasing more coupons 2.- Appgallery> Me> Rewards> Coupon> Available 3.- Appgallery>Me> Rewards> Coupon> Used 4.- Appgallery> Me> Rewards> Coupon> Expired We thank you for your patience and understanding.If you have other questions, do not hesitate to answer this email and we will be happy to help you resolve your doubts.Cordially, ***** (PER) Léquipe Dassistance to customer Daspiegel Aspiegel is a company by Irish law whose headquarters are at ***** (loc), in ***** (loc).Aspiegel is the Huawei mobile service provider to owners Dappareils Huawei and Honor in ***** (loc), at ***** (loc), in ***** (loc), in *****(Loc) and in other countries.From: xxxxxxxxxcom Sent: Thursday 01 September ***** (phone) 1703 TO: xxxxxxxxccom Subject: Re: VIP Cher customer program, we thank you to report this problem.If you have already followed the steps that we have advised you (Appgallerymoimon counts> Payment and purchase> CoupondeMander another coupon) and that you do not find the coupon, we will check it with our internal team and answer you as soon as possible.Sincerely, Stela Léquipe Dassistance to Daspiegel Aspiegel Customers is a company by Irish law whose headquarters are in ***** (loc), in ***** (loc).Aspiegel is the Huawei mobile service provider to owners Dappareils Huawei and Honor in ***** (loc), at ***** (loc), in ***** (loc), in *****(Loc) and in other countries.From: xxxxxxxxxcom feel: thursday 01 September ***** (phone) 1651 to: xxxxxxxxcom Subject:)",AppGallery ,Problem/Fault,Coupon/Gifts/Points Issues,Can't use or acquire,AppGallery  > Problem/Fault > Coupon/Gifts/Points Issues > Can't use or acquire
22814,64188,RE : Aspiegel Support issue submit,"Dear Customer, thank you for providing this information.Your case will be transferred to our internal team for further investigations and we will contact it via email as soon as possible.Thanks for your patience cordial greetings, ***** (for)",AppGallery ,Problem/Fault,Coupon/Gifts/Points Issues,Cooperated campaign issue,AppGallery  > Problem/Fault > Coupon/Gifts/Points Issues > Cooperated campaign issue
22808,64293,RE : Aspiegel Support issue submit,"Dear customer, thank you for making contact with *****.We hope you are doing well.This email is about your request, your Huawei won.We spoke to the campaign manager who confirmed that we have already delivered a MatePad for you.No further prices are sent, since the participants can only win one price according to the conditions of the campaign, since they can only take part in the campaign with an account.We thank you for your understanding.If you have any further questions, please do not hesitate to answer this email thread and we will be happy to help you.Kind regards, Andrea ***** (per)",AppGallery ,Problem/Fault,Coupon/Gifts/Points Issues,Cooperated campaign issue,AppGallery  > Problem/Fault > Coupon/Gifts/Points Issues > Cooperated campaign issue
22701,64522,RE : Aspiegel Support issue submit,"Dear *****(PERSON), I would like to follow up on the case you raised on 0829/*****(PHONE). This email is regarding your concern about you physical price not being received. In order to better investigate this issue, we would kindly like to ask you for the following information: 1. Please send us the date you were contacted by the Customer Service team regarding the prize. 2. Send us your HUAWEI ID (your HUAWEI ID can be found by going to: phone Settings > Account center. Your HUAWEI ID will be at the top of the screen, right below your profile picture). 3. Send us your account country. 4. Outline the prize you won. 5. State the name of the campaign you participated in. 6. Provide a screenshot of the winning notification (after you won the prize), if possible. 7. A screenshot of the campaign you attended. If we do not hear from you within 48 hours, we will close this ticket. Once the ticket is closed, we will need to file a new ticket to receive further assistance which may cause delays in resolving the issue. Thank you for your understanding. If you have any further questions, please feel free to reply to this email thread and we will be happy to walk you through your doubts. Sincerely, Alexandru *****(PERSON)",AppGallery ,Problem/Fault,Coupon/Gifts/Points Issues,Cooperated campaign issue,AppGallery  > Problem/Fault > Coupon/Gifts/Points Issues > Cooperated campaign issue
22591,64454,RE : [AppGallery]Problemas y sugerencias,"Dear customer, I would like to follow up on the case that raised on August 29 ***** (Phone).You have stated that Appgallery is damaged.To proceed to research, could you provide us with the following information?1. Model: Go to Telephone Settings of the phrase. 2. Problem details: Description of the consultation ProblemMarmación 3. When the problem occurred: Date and time 4. Probability of the problem: How many times did the problem occur?5. Huawei ID: email address or telephone number used to record the Huawei ID 6. Huawei ID registration registration: go to HuaweiajustesPaís Settingsof screen Vigor of problem 9. Compilation number: Go to phone settings> Compilation number 10. HMS version (Huawei Mobile Services): Go to adjustments> Applications 11. SN (telephone serial number): Go to settingsTelephone Standy of standard If we do not have its news in 48 hours, we will close this ticket.Once the ticket is closed, we will have to present a new ticket to receive more assistance, which can cause delays in problem solving.Thanks for your understanding.If you have any other questions, do not hesitate to answer this email thread and we will be happy to help you solve your doubts.Sincerely, ***** (per).Aspiegel",AppGallery ,Problem/Fault,AppGallery-Use,UI Abnormal in Huawei AppGallery,AppGallery  > Problem/Fault > AppGallery-Use > UI Abnormal in Huawei AppGallery
22567,64199,RE : [AppGallery]Probleme și sugestii,"Dear customer, I would like to follow up on the case you raised on the date 2808/*****(PHONE) . You have reported an issue in AppGallery. To proceed with the investigation, would you please provide us with the following information? 1. A description of the issue 2. A screenshot or record video of error 3. When issue happened 4. Your Huawei Id: App GalleryHMS coreOpen then take a screenshot 5. Your phone model 6. SN number of your device 7. App Gallery Version: Huawei App GalleryMe> About 8. HMS Core Version: Huawei App GalleryHMS coreOpen> Settings> About 9. Related app 10. Related app version 11. The Log of App Gallery If we do not hear from you within 48 hours, we will close this ticket. Once the ticket is closed, we will need to file a new ticket to receive further assistance which may cause delays in resolving the issue. Thank you for your understanding. Sincerely, Stela Aspiegel",AppGallery ,Others,Unknown,Unknown,AppGallery  > Others > Unknown > Unknown
22555,64198,RE : [AppGallery]Problems and suggestions,"Dear customer, I would like to follow up on the case you raised on the date 2808/*****(PHONE) . You have reported an issue in AppGallery. To proceed with the investigation, would you please provide us with the following information? 1. A description of the issue 2. A screenshot or record video of error 3. When issue happened 4. Your Huawei Id: App GalleryHMS coreOpen then take a screenshot 5. Your phone model 6. SN number of your device 7. App Gallery Version: Huawei App GalleryMe> About 8. HMS Core Version: Huawei App GalleryHMS coreOpen> Settings> About 9. Related app 10. Related app version 11. The Log of App Gallery If we do not hear from you within 48 hours, we will close this ticket. Once the ticket is closed, we will need to file a new ticket to receive further assistance which may cause delays in resolving the issue. Thank you for your understanding. Sincerely, Stela Aspiegel",AppGallery ,Others,Unknown,Unknown,AppGallery  > Others > Unknown > Unknown
22481,64456, Collecting more information,"Dear customer, I would like to pursue the case you addressed on 2908. ***** (Phone).You stated that you bought a GT2 but with a wrong display.To continue with the examination, would you please provide us with the following information?Your Huawei ID a screenshot or a picture of the invoice of the watch, on which the purchase date can be seen, a picture of the defect of the watch (please mark the error on the screenshot).If we don't hear anything from you within 48 hours, we will close this ticket.As soon as the ticket is closed, we have to submit a new ticket to get further support, which can lead to delays in solving the problem.We thank you for your understanding.Do not avoid addressing us if we can help you further.With friendly greeting, ***** (per) customer service The ***** (per) SE is a society under Irish law based in ***** (LOC), ***** (LOC).***** (per) SE is the provider of Huawei Mobile Services for Huawei and Honor device owners in ***** (LOC), ***** (LOC), ***** (LOC),***** (LOC) and other countries.From: XXXXXXXXXXXXCOM SENT: Monday 29 August ***** (Phone) 1753 TO: XXXXXXXXXXXCOM Subject:)",AppGallery ,Others,Unknown,Unknown,AppGallery  > Others > Unknown > Unknown
22405,64292,RE : Aspiegel Support issue submit,"Dear *****(PERSON), We hope you are doing well. We are bringing you an answer regarding your concern. After investigation , it seems that you havent purchased the cloud plan through the campaign page, instead you purchased a normal plan with one month free on the normal upgrade page. That is why you had not chance to take part in the draw. In this situation, we suggest you to cancel the current subscription (we can refund you the current one), and purchase a plan on our campaign page so you will have the chance to participate to the campaign. If you decide so, please write us back and let us know. Thank you very much for your patience during this process. Sincerely, Stela *****(PERSON)",AppGallery ,Problem/Fault,Coupon/Gifts/Points Issues,Cooperated campaign issue,AppGallery  > Problem/Fault > Coupon/Gifts/Points Issues > Cooperated campaign issue
22311,64297,RE : [AppGallery]Problems and suggestions,"Dear *****(PERSON), Thank you for your patience and cooperation. Please follow the steps below: If the system keeps displaying a message indicating that the app is being installed, delete the downloaded app package or terminate the download task and try to install the app again. To delete the app package, open HUAWEI AppGallery, go to Me > Installation packages, and delete the package in question. To terminate the download task, open HUAWEI AppGallery, go to Me > Installation manager, and touch the download progress bar on the right of the app in question. Clear the cache of HUAWEI AppGallery and try to install the app from HUAWEI AppGallery again. (Refer to Step 4 in What should I do if I cant download an app in HUAWEI AppGallery? ) Check whether PrivateSpace has been enabled (by going to Settings > Privacy > PrivateSpace) or whether a sub user has been created (by going to Settings > Users & accounts). If so, disable it and try to install the app in question again. Restart your device, connect it to another network, and try to download and install the app again. The cause of '103 No certificate found' is the app may not be compatible with the device system. The suggestion in the FAQ is 'When you search for the app, check whether there is a tag indicating whether the app is compatible with your device. Download the app after confirming that it is compatible. Also, you can check and update your HMS Core by going to settings> HMS Core> Check for updates. We apologise for any inconvenience this process may cause. Should you have any further questions, please do not hesitate to contact us by replying to this email. Sincerely, Madalin *****(PERSON)",AppGallery ,Problem/Fault,AppGallery-Install/Upgrade,Can't install Apps,AppGallery  > Problem/Fault > AppGallery-Install/Upgrade > Can't install Apps
21011,64226,RE : Error en las campañas,"Dear customer, we apologize for the delay.Our specialized department has reviewed its problem and should already be able to access the campaigns.We beg you to try again.Thanks for your patience.Sincerely, ***** (per) to the client Aspiegel(LOC).Aspiegel is the provider of mobile services of Huawei to the owners of Huawei and Honor devices in ***** (LOC), ***** (LOC), ***** (LOC), ***** (LOC) and other countries.FROM: XXXXXXXXcom ***** (LOC): MONDAY 29 August ***** (Phone) 1250 TO: XXXXXXXXCOMCOM Subject :)",AppGallery ,Problem/Fault,Coupon/Gifts/Points Issues,Cooperated campaign issue,AppGallery  > Problem/Fault > Coupon/Gifts/Points Issues > Cooperated campaign issue
23119,64738,Re.: Aspiegel Support issue submit,"88/***** (Phone) XXXXXXXXXXXCOM Summer Adventure at sea was in 2 accounts this is the second account ***** (Phone) See the times sent from my mobile phone --------------------------------------------------------------------------------------------------------- from: xxxxxxxxxcom Date: Friday, September 2, ***** (Phone), 1218 to: xxxxxxxxxcom Subject: RE: Aspiegel Support Issue Submit Micaela, thanks for contacting aspiegel.We hope you are going well.This email concerns your concern for your 2 bands Huawei 6 wins during a campaign.In order to better investigate this, we would like to ask you for the following information: 1. Please send the date you were contacted by the customer service team about Award 2.Sketch the prize you won 4. Say the campaign name you participated 5. Provide a screen capture of the winner's notification (after you won the award), if possible 6. A campaign screen capture you participatedFor more questions, feel free to answer this email topic and we will be happy to clarify about your questions.Sincerely, Madalin Aspiegel",AppGallery ,Problem/Fault,Coupon/Gifts/Points Issues,Cooperated campaign issue,AppGallery  > Problem/Fault > Coupon/Gifts/Points Issues > Cooperated campaign issue
23107,64709,Aspiegel Support issue submit,Product: AppGallery & Games Requests: Using AppGallery (ie. manage service country) Contact Full Name: Micaela Phone Number: *****(PHONE) Contact Email Address: xxxxxxxxxcom Huawei Id Account: xxxxxxxxxcom Summary of the issue: Ganhei 2 huawei bands 6 no jogo de verão descarrega e ganha como as vou receber???? Home | News | Events | Products | Partners | Support Copyright Aspiegel SE,AppGallery ,Problem/Fault,Coupon/Gifts/Points Issues,Cooperated campaign issue,AppGallery  > Problem/Fault > Coupon/Gifts/Points Issues > Cooperated campaign issue
